Score 10 20 21 30 31 32 40 41 42 43 50 51 52 53 54 60 61 62 70 71 00 11 22 33 44 55 01 02 12 03 13 23 04 14 24 34 05 15 25 06 16 26 07 17 
SheffWednesday_A 7.05 7.49 7.99 10.58 11.49 22.0 20.89 22.33 45.33 114.67 45.06 47.91 90.43 263.5 421.0 86.33 97.67 159.33 138.5 163.5 13.18 7.17 15.46 58.85 262.63 401.0 14.79 29.47 16.28 83.09 44.36 45.99 253.56 149.67 149.67 206.89 346.0 363.5 363.5 151.0 151.0 151.0 151.0 151.0 
Millwall_H 6.29 5.73 8.469999999999999 7.59 11.14 29.33 13.08 19.67 54.0 149.83 26.15 37.15 87.5 251.0 401.0 51.0 69.67 129.33 107.67 129.33 12.7 9.31 22.02 91.77 275.6 401.0 19.73 50.23 26.28 146.75 91.61 86.36 275.6 200.6 220.6 210.6 276.0 276.0 276.0 151.0 151.0 151.0 151.0 151.0 
Watford_A 8.07 7.86 7.91 10.48 10.75 20.2 20.11 20.17 39.0 97.0 38.54 40.92 73.14 201.83 401.0 73.0 76.33 127.67 159.33 176.0 16.35 7.49 14.56 50.43 228.56 401.0 17.35 32.03 16.630000000000003 83.56 43.75 42.05 255.78 151.89 139.11 181.89 351.0 321.83 355.17 151.0 151.0 151.0 151.0 151.0 
Hull_H 8.21 7.26 8.04 9.13 10.37 20.93 15.22 17.06 36.0 102.56 28.6 32.97 64.57 198.5 401.0 52.67 57.67 106.0 106.0 122.67 16.09 9.48 17.49 61.13 261.89 401.0 21.65 40.32 20.77 118.86 56.33 54.57 245.22 195.22 179.11 239.67 351.0 346.0 363.5 151.0 151.0 151.0 151.0 151.0 
Coventry_A 8.95 11.13 7.8 16.68 13.24 18.57 36.78 28.78 43.0 79.11 79.0 64.57 89.0 196.83 381.0 151.0 129.33 159.33 151.0 238.5 16.759999999999998 6.56 11.24 35.12 178.56 401.0 11.65 19.43 11.34 38.78 23.52 25.71 112.0 66.89 74.11 114.22 247.43 187.43 201.71 151.0 151.0 151.0 151.0 151.0 
Sunderland_H 8.07 6.98 8.21 8.530000000000001 10.33 21.92 13.83 16.84 38.89 113.0 26.01 30.53 64.57 215.17 421.0 49.33 54.33 104.33 94.33 107.67 17.48 8.79 18.19 67.58 288.25 401.0 23.13 46.22 23.12 137.38 66.62 61.53 307.0 253.56 209.11 231.33 351.0 351.0 346.0 151.0 151.0 151.0 151.0 151.0 
Blackburn_H 7.57 6.84 8.2 8.43 10.41 22.02 14.06 16.96 38.67 113.67 26.23 31.13 68.5 213.14 384.33 54.75 62.5 118.5 111.0 128.5 16.66 8.9 19.01 69.43 238.38 401.0 23.05 46.69 24.58 137.61 69.38 62.91 307.13 253.67 220.33 234.22 351.0 351.0 351.0 151.0 151.0 151.0 151.0 151.0
Middlesbrough_A 8.74 8.75 8.11 11.95 11.47 19.57 23.78 22.22 38.56 92.67 49.75 45.38 75.5 185.29 359.33 106.0 96.0 137.25 207.25 207.25 16.7 7.19 13.09 44.12 242.56 401.0 15.08 26.76 14.16 66.09 35.74 33.56 189.78 115.89 112.67 147.56 346.0 285.38 285.38 151.0 151.0 151.0 151.0 151.0 
QPR_A 7.33 7.85 7.91 11.32 11.47 21.41 22.44 22.44 42.22 104.33 45.38 46.0 83.63 214.57 371.0 98.5 98.5 149.75 207.25 207.25 14.25 7.11 14.33 53.54 234.22 401.0 15.36 28.54 15.67 76.59 42.25 41.69 220.89 134.78 134.78 187.0 338.5 305.17 305.17 151.0 151.0 151.0 151.0 151.0
Southampton_H 9.83 9.0 7.92 11.92 10.42 16.67 19.33 17.33 25.0 51.0 35.33 32.5 46.5 78.0 191.0 67.83 65.33 90.17 146.0 133.5 17.0 8.33 12.25 32.67 104.33 151.0 17.67 26.67 14.5 55.5 31.33 28.67 117.67 71.17 67.83 78.5 142.67 129.75 174.33 167.67 151.0 151.0 151.0 151.0 
Norwich_A 7.67 10.08 8.5 18.0 15.17 22.83 39.0 34.17 47.33 81.83 83.5 75.17 99.5 203.0 151.0 183.0 164.0 194.75 151.0 151.0 10.0 6.17 13.0 45.67 181.83 5000 9.58 14.67 10.67 31.0 22.5 28.67 69.5 52.67 67.0 95.33 164.0 141.83 166.0 151.0 238.5 151.0 176.0 176.0
Norwich_H 6.92 7.33 7.92 10.83 11.5 22.0 19.83 21.5 37.0 80.17 40.67 44.0 72.83 150.0 267.67 86.83 87.67 141.83 136.0 153.5 11.42 7.42 15.17 51.0 173.0 5000 13.17 24.83 15.33 56.17 37.33 39.83 150.17 93.67 94.5 130.17 151.0 207.25 207.25 176.0 201.0 176.0 151.0 151.0 
